Volatility 3 Framework 2.27.0

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x1a892c583e0	302	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	msiserver	Windows Installer	N/A	%systemroot%\system32\msiexec.exe /V	-
0x1a892c560a0	301	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MSiSCSI	Microsoft iSCSI Initiator Service	N/A	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\iscsiexe.dll
0x1a892c56d50	300	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	msisadrv	msisadrv	\Driver\msisadrv	System32\drivers\msisadrv.sys	-
0x1a892c58050	299	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mshidumdf	Pass-through HID to UMDF Driver	N/A	\SystemRoot\System32\drivers\mshidumdf.sys	-
0x1a892c58c30	298	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mshidkmdf	mshidkmdf	\Driver\mshidkmdf	\SystemRoot\System32\drivers\mshidkmdf.sys	-
0x1a892c59220	297	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	msgpiowin32	Common Driver for Buttons, DockMode and Laptop/Slate Indicator	\Driver\msgpiowin32	\SystemRoot\System32\drivers\msgpiowin32.sys	-
0x1a892c58510	296	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Msfs	Msfs	\FileSystem\Msfs	-	-
0x1a892c52cd0	295	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MSDTC	Distributed Transaction Coordinator	N/A	%SystemRoot%\System32\msdtc.exe	-
0x1a892c55220	294	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MsBridge	Microsoft MAC Bridge	N/A	System32\drivers\bridge.sys	-
0x1a892c52ba0	293	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	mrxsmb20	SMB 2.0 MiniRedirector	\FileSystem\mrxsmb20	system32\DRIVERS\mrxsmb20.sys	-
0x1a892c52a70	292	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	mrxsmb	SMB MiniRedirector Wrapper and Engine	\FileSystem\mrxsmb	system32\DRIVERS\mrxsmb.sys	-
0x1a892c52940	291	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	MRxDAV	WebDav Client Redirector Driver	\FileSystem\MRxDAV	\SystemRoot\system32\drivers\mrxdav.sys	-
0x1a892c52810	290	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mrvlpcie8897	mrvlpcie8897	\Driver\mrvlpcie8897	\SystemRoot\System32\drivers\mrvlpcie8897.sys	-
0x1a892c51770	289	3988	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	mpssvc	Windows Defender Firewall	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	%SystemRoot%\system32\mpssvc.dll
0x1a892c55960	288	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mpsdrv	Windows Defender Firewall Authorization Driver	\Driver\mpsdrv	System32\drivers\mpsdrv.sys	-
0x1a892c525b0	287	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MozillaMaintenance	Mozilla Maintenance Service	N/A	"C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe"	-
0x1a892c55ed0	286	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mountmgr	Mount Point Manager	\Driver\mountmgr	System32\drivers\mountmgr.sys	-
0x1a892c519d0	285	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mouhid	Mouse HID Driver	\Driver\mouhid	\SystemRoot\System32\drivers\mouhid.sys	-
0x1a892c51640	284	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mouclass	Mouse Class Driver	\Driver\mouclass	\SystemRoot\System32\drivers\mouclass.sys	-
0x1a892c52350	283	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	monitor	Microsoft Monitor Class Function Driver Service	\Driver\monitor	\SystemRoot\System32\drivers\monitor.sys	-
0x1a892c51fc0	282	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Modem	Modem	N/A	system32\drivers\modem.sys	-
0x1a892c51d60	281	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MMCSS	Multimedia Class Scheduler	\Driver\MMCSS	\SystemRoot\system32\drivers\mmcss.sys	-
0x1a892c51b00	280	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mlx4_bus	Mellanox ConnectX Bus Enumerator	N/A	\SystemRoot\System32\drivers\mlx4_bus.sys	-
0x1a892c51510	279	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MixedRealityOpenXRSvc	Windows Mixed Reality OpenXR Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\MixedRealityRuntime.dll
0x1a892c4f610	278	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Microsoft_Bluetooth_AvrcpTransport	Microsoft Bluetooth Avrcp Transport Driver	\Driver\Microsoft_Bluetooth_AvrcpTransport	\SystemRoot\System32\drivers\Microsoft.Bluetooth.AvrcpTransport.sys	-
0x1a892c52480	277	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MicrosoftEdgeElevationService	Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)	N/A	"C:\Program Files (x86)\Microsoft\Edge\Application\86.0.622.69\elevation_service.exe"	-
0x1a892c4eed0	276	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MessagingService	MessagingService	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\MessagingService.dll
0x1a892c4eb30	275	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MEIx64	Intel(R) Management Engine Interface 	\Driver\MEIx64	\SystemRoot\System32\DriverStore\FileRepository\heci.inf_amd64_85021432489d6a1c\x64\TeeDriverW8x64.sys	-
0x1a892c513e0	274	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasr	megasr	N/A	System32\drivers\megasr.sys	-
0x1a892c526e0	273	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasas35i	megasas35i	N/A	System32\drivers\megasas35i.sys	-
0x1a892c51180	272	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasas2i	megasas2i	N/A	System32\drivers\MegaSas2i.sys	-
0x1a892c51e90	271	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasas	megasas	N/A	System32\drivers\megasas.sys	-
0x1a892c518a0	270	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MbbCx	MBB Network Adapter Class Extension	N/A	system32\drivers\MbbCx.sys	-
0x1a892c512b0	269	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mausbip	MA-USB IP Filter Driver	N/A	\SystemRoot\System32\drivers\mausbip.sys	-
0x1a892c52220	268	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mausbhost	MA-USB Host Controller Driver	N/A	\SystemRoot\System32\drivers\mausbhost.sys	-
0x1a892c520f0	267	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MapsBroker	Downloaded Maps Manager	N/A	%SystemRoot%\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\moshost.dll
0x1a892c4e960	266	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	LxpSvc	Language Experience Service	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs	%SystemRoot%\System32\LanguageOverlayServer.dll
0x1a892c4f440	265	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	luafv	UAC File Virtualization	\FileSystem\luafv	\SystemRoot\system32\drivers\luafv.sys	-
0x1a892c51050	264	1100	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	LSM	Local Session Manager	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\System32\lsm.dll
0x1a892c4f0a0	263	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	LSI_SSS	LSI_SSS	N/A	System32\drivers\lsi_sss.sys	-
0x1a892c51c30	262	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	LSI_SAS3i	LSI_SAS3i	N/A	System32\drivers\lsi_sas3i.sys	-
0x1a892c52e00	261	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	LSI_SAS2i	LSI_SAS2i	N/A	System32\drivers\lsi_sas2i.sys	-
0x1a892c4de00	260	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	LSI_SAS	LSI_SAS	N/A	System32\drivers\lsi_sas.sys	-
0x1a892c4dba0	259	19508	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	lmhosts	TCP/IP NetBIOS Helper	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\lmhsvc.dll
0x1a892c4ed00	258	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	lltdsvc	Link-Layer Topology Discovery Mapper	N/A	%SystemRoot%\System32\svchost.exe -k LocalService -p	%SystemRoot%\System32\lltdsvc.dll
0x1a892c4f270	257	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	lltdio	Link-Layer Topology Discovery Mapper I/O Driver	\Driver\lltdio	system32\drivers\lltdio.sys	-
0x1a892c4d0f0	256	4940	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	LicenseManager	Windows License Manager Service	C:\WINDOWS\System32\svchost.exe -k LocalService -p	%SystemRoot%\System32\svchost.exe -k LocalService -p	%SystemRoot%\system32\LicenseManagerSvc.dll
0x1a892c4f7e0	255	4384	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	lfsvc	Geolocation Service	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\lfsvc.dll
0x1a892c4e3f0	254	2780	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	LanmanWorkstation	Workstation	C:\WINDOWS\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\wkssvc.dll
0x1a892c4e050	253	4904	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	LanmanServer	Server	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\srvsvc.dll
0x1a892c4e790	252	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	KtmRm	KtmRm for Distributed Transaction Coordinator	N/A	%SystemRoot%\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p	%systemroot%\system32\msdtckrm.dll
0x1a892c4fb80	251	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	ksthunk	Kernel Streaming Thunks	\Driver\ksthunk	\SystemRoot\system32\drivers\ksthunk.sys	-
0x1a892c4cc30	250	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	KSecPkg	KSecPkg	\Driver\KSecPkg	System32\Drivers\ksecpkg.sys	-
0x1a892c4cd60	249	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	KSecDD	KSecDD	\Driver\KSecDD	System32\Drivers\ksecdd.sys	-
0x1a892c4dcd0	248	840	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	KeyIso	CNG Key Isolation	C:\WINDOWS\system32\lsass.exe	%SystemRoot%\system32\lsass.exe	%SystemRoot%\system32\keyiso.dll
0x1a892c4fd50	247	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	kdnic	Microsoft Kernel Debug Network Miniport (NDIS 6.20)	\Driver\kdnic	\SystemRoot\System32\drivers\kdnic.sys	-
0x1a892c4c510	246	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	kbdhid	Keyboard HID Driver	\Driver\kbdhid	\SystemRoot\System32\drivers\kbdhid.sys	-
0x1a892c4da70	245	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	kbdclass	Keyboard Class Driver	\Driver\kbdclass	\SystemRoot\System32\drivers\kbdclass.sys	-
0x1a892c4c3e0	244	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ItSas35i	ItSas35i	N/A	System32\drivers\ItSas35i.sys	-
0x1a892c4c9d0	243	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iScsiPrt	iScsiPort Driver	N/A	\SystemRoot\System32\drivers\msiscsi.sys	-
0x1a892c4cb00	242	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	isapnp	isapnp	N/A	System32\drivers\isapnp.sys	-
0x1a892c4d810	241	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	IpxlatCfgSvc	IP Translation Configuration Service	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\IpxlatCfg.dll
0x1a892c4e5c0	240	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	IPT	IPT	N/A	\SystemRoot\System32\drivers\ipt.sys	-
0x1a892c4d6e0	239	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	IPNAT	IP Network Address Translator	N/A	System32\drivers\ipnat.sys	-
0x1a892c4cfc0	238	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	IPMIDRV	IPMIDRV	N/A	\SystemRoot\System32\drivers\IPMIDrv.sys	-
0x1a892c4c180	237	5084	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	iphlpsvc	IP Helper	C:\WINDOWS\System32\svchost.exe -k NetSvcs -p	%SystemRoot%\System32\svchost.exe -k NetSvcs -p	%SystemRoot%\System32\iphlpsvc.dll
0x1a892c4e220	236	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	IpFilterDriver	IP Traffic Filter Driver	N/A	system32\DRIVERS\ipfltdrv.sys	-
0x1a892c4c050	235	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	iorate	Disk I/O Rate Filter Driver	\Driver\iorate	system32\drivers\iorate.sys	-
0x1a892c4d940	234	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	IntTouch	Intel(R) Precise Touch Service	\Driver\IntTouch	\SystemRoot\System32\drivers\iaPreciseTouch.sys	-
0x1a892c4c8a0	233	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	intelppm	Intel Processor Driver	\Driver\intelppm	\SystemRoot\System32\drivers\intelppm.sys	-
0x1a892c4d480	232	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	intelpmax	Intel(R) Dynamic Device Peak Power Manager Driver	N/A	\SystemRoot\System32\drivers\intelpmax.sys	-
0x1a892c4ce90	231	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	intelpep	Intel(R) Power Engine Plug-in Driver	\Driver\intelpep	System32\drivers\intelpep.sys	-
0x1a892c4c640	230	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	intelide	intelide	N/A	System32\drivers\intelide.sys	-
0x1a892c4c2b0	229	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	IntelAudioService	Intel(R) Audio Service	N/A	%SystemRoot%\system32\cAVS\Intel(R) Audio Service\IntelAudioService.exe	-
0x1a892c4f9b0	228	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	Intel(R) TPM Provisioning Service	Intel(R) TPM Provisioning Service	N/A	%SystemRoot%\System32\DriverStore\FileRepository\iclsclient.inf_amd64_1244e13de260a91d\lib\TPMProvisioningService.exe	-
0x1a892c41b30	227	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	Intel(R) Capability Licensing Service TCP IP Interface	Intel(R) Capability Licensing Service TCP IP Interface	N/A	%SystemRoot%\System32\DriverStore\FileRepository\iclsclient.inf_amd64_1244e13de260a91d\lib\SocketHeciServer.exe	-
0x1a892c41960	226	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	IntcOED	Intel(R) Smart Sound Technology (Intel(R) SST) OED	\Driver\IntcOED	\SystemRoot\System32\drivers\IntcOED.sys	-
0x1a892c4d350	225	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	IntcDAud	Intel(R) Display Audio	\Driver\IntcDAud	\SystemRoot\System32\DriverStore\FileRepository\intcdaud.inf_amd64_3b876fb0bfb3390a\IntcDAud.sys	-
0x1a892c4d5b0	224	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	IntcAzAudAddService	Service for Realtek HD Audio (WDM)	\Driver\IntcAzAudAddService	\SystemRoot\system32\drivers\RTKVHD64.sys	-
0x1a892c4d220	223	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	IntcAudioBus	Intel(R) Smart Sound Technology (Intel(R) SST) Bus	\Driver\IntcAudioBus	\SystemRoot\System32\drivers\IntcAudioBus.sys	-
0x1a892c4c770	222	10800	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	InstallService	Microsoft Store Install Service	C:\WINDOWS\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\InstallService.dll
0x1a892c41050	221	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	IndirectKmd	Indirect Displays Kernel-Mode Driver	N/A	\SystemRoot\System32\drivers\IndirectKmd.sys	-
0x1a892c48cd0	220	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	IKEEXT	IKE and AuthIP IPsec Keying Modules	N/A	%systemroot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\ikeext.dll
0x1a892c42b80	219	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	igfx	igfx	\Driver\igfx	\SystemRoot\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\igdkmd64.sys	-
0x1a892c486e0	218	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	icssvc	Windows Mobile Hotspot Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\tetheringservice.dll
0x1a892c429b0	217	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ibbus	Mellanox InfiniBand Bus/AL (Filter Driver)	N/A	\SystemRoot\System32\drivers\ibbus.sys	-
0x1a892c48480	216	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaStorV	Intel RAID Controller Windows 7	N/A	System32\drivers\iaStorV.sys	-
0x1a892c48220	215	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaStorAVC	Intel Chipset SATA RAID Controller	N/A	System32\drivers\iaStorAVC.sys	-
0x1a892c47e90	214	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSSi_I2C	Intel(R) Serial IO I2C Controller Driver	N/A	\SystemRoot\System32\drivers\iaLPSSi_I2C.sys	-
0x1a892c473e0	213	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSSi_GPIO	Intel(R) Serial IO GPIO Controller Driver	N/A	\SystemRoot\System32\drivers\iaLPSSi_GPIO.sys	-
0x1a892c48a70	212	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2_UART2	Intel(R) Serial IO UART Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2_UART2.sys	-
0x1a892c48810	211	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2_SPI	Intel(R) Serial IO SPI Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2_SPI.sys	-
0x1a892c480f0	210	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2_I2C	Intel(R) Serial IO I2C Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2_I2C.sys	-
0x1a892c478a0	209	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2_GPIO2	Intel(R) Serial IO GPIO Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2_GPIO2.sys	-
0x1a892c47640	208	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_I2C_GLK	Intel(R) Serial IO I2C Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_I2C_GLK.sys	-
0x1a892c47770	207	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_I2C_CNL	Intel(R) Serial IO I2C Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_I2C_CNL.sys	-
0x1a892c479d0	206	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_I2C_BXT_P	Intel(R) Serial IO I2C Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_I2C_BXT_P.sys	-
0x1a892c48ba0	205	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	iaLPSS2i_I2C	Intel(R) Serial IO I2C Driver v2	\Driver\iaLPSS2i_I2C	\SystemRoot\System32\drivers\iaLPSS2i_I2C.sys	-
0x1a892c47d60	204	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_GPIO2_GLK	Intel(R) Serial IO GPIO Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_GLK.sys	-
0x1a892c47510	203	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_GPIO2_CNL	Intel(R) Serial IO GPIO Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_CNL.sys	-
0x1a892c472b0	202	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iaLPSS2i_GPIO2_BXT_P	Intel(R) Serial IO GPIO Driver v2	N/A	\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_BXT_P.sys	-
0x1a892c47050	201	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	iaLPSS2i_GPIO2	Intel(R) Serial IO GPIO Driver v2	\Driver\iaLPSS2i_GPIO2	\SystemRoot\System32\drivers\iaLPSS2i_GPIO2.sys	-
0x1a892c485b0	200	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iai2c	Intel(R) Serial IO I2C Host Controller	N/A	\SystemRoot\System32\drivers\iai2c.sys	-
0x1a892c48940	199	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	iagpio	Intel Serial IO GPIO Controller Driver	N/A	\SystemRoot\System32\drivers\iagpio.sys	-
0x1a892c47180	198	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	iactrllogic	Intel(R) Control Logic	\Driver\iactrllogic	\SystemRoot\System32\drivers\iactrllogic64.sys	-
0x1a892c48e00	197	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	iacamera64	Intel(R) AVStream Camera 2500	\Driver\iacamera64	\SystemRoot\System32\drivers\iacamera64.sys	-
0x1a892c47fc0	196	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	i8042prt	i8042 Keyboard and PS/2 Mouse Port Driver	N/A	\SystemRoot\System32\drivers\i8042prt.sys	-
0x1a892c48350	195	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HyperVideo	HyperVideo	N/A	\SystemRoot\System32\drivers\HyperVideo.sys	-
0x1a892c47c30	194	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hyperkbd	hyperkbd	N/A	\SystemRoot\System32\drivers\hyperkbd.sys	-
0x1a892c47b00	193	N/A	SERVICE_BOOT_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hwpolicy	Hardware Policy Driver	N/A	System32\drivers\hwpolicy.sys	-
